x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
8.3811845e-001,8.8376633e-001,3.4618094e-001,4.8863004e-001,2.5319295e-001,1.9883269e-001,9.5205612e-001,8.3152938e-001,7.1785510e-001,9.4045695e-001,1.2295982e+001
1.9639514e-002,4.5740626e-001,1.7605452e-001,6.8578261e-001,6.4982243e-001,3.4347994e-002,5.0920064e-002,1.4734035e-001,7.0345948e-001,2.5829610e-001,1.2745235e+001
6.8127716e-001,7.9920229e-001,6.7888961e-002,3.6294115e-001,6.6928751e-003,3.7435269e-001,7.3219918e-001,8.9397060e-001,6.0627646e-001,5.5866283e-001,1.6243335e+001
3.7948102e-001,1.3407712e-001,3.0939589e-001,4.0099639e-001,1.1036379e-002,7.2944445e-001,5.9269357e-001,2.2086060e-001,3.2358449e-001,9.8996044e-001,7.7985215e+000
8.3179602e-001,6.5313688e-002,3.3475980e-001,5.1435271e-001,7.3433763e-001,3.6714998e-001,3.3166787e-001,5.2079855e-001,7.5925991e-001,8.5122961e-001,1.0254691e+001
5.0281288e-001,3.7514466e-001,3.7616757e-001,4.5510027e-002,1.0051361e-001,9.8504102e-001,7.8477481e-003,8.8707571e-001,7.8454962e-001,5.9575648e-001,7.3782218e+000
7.0947139e-001,3.7352297e-001,9.5220683e-001,9.9135858e-001,7.7505835e-001,4.9907043e-001,2.9756448e-001,6.6332834e-001,1.3267697e-001,2.9229236e-002,2.5494411e+001
4.2889237e-001,4.8402240e-001,7.1932051e-001,3.0960909e-001,7.4577515e-001,4.5733579e-001,9.9372112e-001,1.3325494e-001,8.1695300e-001,2.5060931e-001,1.2934253e+001
3.0461737e-001,9.6945923e-001,7.7934244e-001,2.5647150e-001,1.4992148e-001,5.7408245e-001,4.5656583e-001,2.4909502e-002,5.7281740e-001,7.1779001e-001,1.0707060e+001
1.8965375e-001,3.4206109e-001,6.1765866e-001,6.1010333e-001,1.5118444e-002,9.4093178e-001,3.1088537e-001,7.5205094e-001,1.6074261e-001,8.0571831e-001,8.4182800e+000
1.9343116e-001,2.5268926e-001,6.4923833e-001,4.4698279e-001,5.1430366e-002,2.4834186e-001,9.3062014e-001,5.8557456e-002,8.5742413e-001,6.2193392e-001,5.6913072e+000
6.8222322e-001,5.8488692e-001,7.5628330e-001,4.1843903e-001,3.8356753e-001,6.9092808e-001,4.8612220e-001,8.4995430e-002,7.0867697e-001,6.2917023e-001,1.7531354e+001
3.0276440e-001,5.2370359e-001,1.4783419e-001,4.1184190e-001,4.3908844e-001,4.4688352e-001,2.2556901e-001,9.6828330e-001,5.9903282e-001,3.6496830e-001,1.4079829e+001
5.4167385e-001,1.6341905e-001,5.9945368e-001,7.1405661e-001,3.5858778e-002,3.5968027e-001,5.3751530e-001,5.2746537e-001,5.6163930e-001,5.3327330e-001,1.1955337e+001
1.5087298e-001,4.8639815e-001,8.9860869e-001,1.0277800e-001,8.3521105e-001,5.0850137e-001,1.0804244e-001,9.4567399e-005,5.5849607e-001,8.9841790e-001,1.1257964e+001
6.9789848e-001,4.9606075e-001,1.7193286e-001,3.8017219e-001,7.8223023e-001,1.9044207e-001,1.1859964e-001,8.8204275e-001,7.4318174e-001,6.8628584e-001,1.8077074e+001
3.7837300e-001,8.4319408e-001,8.1892811e-001,7.5245051e-001,8.5824678e-001,4.1639984e-001,1.4662062e-001,7.1459812e-001,9.8107625e-001,5.4918500e-003,2.2657491e+001
8.6001160e-001,8.0619822e-001,6.9293759e-002,1.4917046e-001,7.1281177e-001,9.3056573e-001,1.4250707e-001,1.6746345e-001,4.2845338e-001,8.7916573e-001,1.5968181e+001
8.5365513e-001,8.5778560e-001,9.5568726e-001,6.6088241e-001,5.9459792e-001,4.9064043e-001,5.3695786e-001,9.7513331e-001,5.7209692e-001,6.9294423e-001,2.1169435e+001
5.9356291e-001,6.0975414e-001,3.1733784e-001,2.3694311e-001,7.5037770e-001,7.1472350e-001,2.7268740e-001,1.2909809e-001,2.9884435e-001,1.2943235e-001,1.5814295e+001
4.9655245e-001,5.6573037e-001,5.2011735e-003,7.2761277e-001,2.0573606e-001,9.9196638e-001,8.8647431e-001,2.1966705e-001,4.8569297e-001,5.3683376e-001,2.0924788e+001
8.9976918e-001,6.1189852e-001,7.5993551e-001,2.5853220e-001,9.4799830e-002,6.3377678e-001,1.8648921e-001,7.1513634e-001,7.2570673e-001,2.4019536e-002,1.3966870e+001
8.2162916e-001,1.0297652e-001,3.0867982e-001,4.6951064e-001,2.2074412e-001,1.6805561e-002,1.4303705e-002,1.0209078e-001,1.9652939e-001,5.6648007e-001,1.0252764e+001
6.4491038e-001,1.5831592e-001,7.1525568e-001,8.5751450e-001,1.6001444e-001,5.1554945e-001,1.0970667e-001,5.9344047e-001,1.2144238e-001,4.7338783e-001,1.1580761e+001
8.1797434e-001,4.1364986e-001,8.0947518e-002,8.3341289e-001,6.4039523e-001,4.0521850e-001,9.1970532e-001,7.7365899e-001,2.4618278e-001,4.0446889e-001,2.4214441e+001
6.6022756e-001,5.6041045e-001,8.4587792e-001,4.7597704e-001,6.4073106e-001,2.4875176e-001,7.2008034e-001,4.8595470e-001,8.5670826e-001,1.4183065e-001,2.0429222e+001
3.4197062e-001,2.6867729e-001,7.1837620e-001,3.4013455e-001,2.4897245e-001,3.5541018e-001,5.7966005e-001,8.2729831e-001,9.1016526e-001,5.9010863e-001,9.1774995e+000
2.8972590e-001,7.8425416e-001,8.7039300e-001,5.4221415e-001,1.2653900e-001,8.2458012e-003,9.1119242e-001,9.9203236e-001,8.9404311e-001,5.6413493e-002,1.5923839e+001
3.4119357e-001,3.8787078e-001,8.7215969e-001,5.6150269e-001,8.1493316e-001,2.1735721e-001,8.5043550e-002,4.1380988e-001,7.5347045e-001,9.4501836e-001,1.6538873e+001
5.3407902e-001,3.0983621e-002,7.6156322e-001,9.2521772e-001,6.1430756e-001,3.9753588e-001,2.6331120e-001,5.1708803e-001,6.4867331e-001,1.3188472e-001,1.4888738e+001
7.2711322e-001,5.8550183e-001,6.6945646e-001,2.7439270e-001,5.1418261e-001,9.7202820e-001,1.2502220e-001,4.2406149e-001,3.3808493e-001,6.0313361e-001,1.6187049e+001
3.0929016e-001,5.5855853e-001,9.0202827e-001,2.9564165e-001,6.4683332e-003,6.4948887e-001,7.4003885e-001,4.7164777e-001,6.8690243e-001,7.8140195e-001,1.1130412e+001
8.3849604e-001,2.0069557e-001,8.2146232e-001,6.1254575e-001,2.5275511e-002,4.0119533e-001,9.6389071e-001,5.5213696e-001,2.6958054e-001,5.2812506e-002,1.2985022e+001
5.6807246e-001,8.7421885e-002,8.3265727e-001,8.9063893e-001,8.3447911e-001,4.9379338e-001,5.1837063e-001,9.2664472e-001,5.6275866e-001,6.4390212e-001,1.6549970e+001
3.7041356e-001,9.3322986e-001,6.3991793e-001,7.1444887e-001,1.5185599e-001,9.3850465e-001,1.8264825e-001,8.3525283e-001,8.5097238e-001,7.2365580e-001,1.5667822e+001
7.0273991e-001,2.5937997e-001,1.5620432e-001,2.0150032e-001,8.9887084e-001,5.2662103e-001,8.9569928e-001,8.6476659e-001,4.9904349e-001,6.6376074e-001,1.4057782e+001
5.4657115e-001,2.0417139e-001,7.8316794e-001,1.0816899e-001,8.2052256e-001,4.5055744e-001,4.3239885e-001,4.7818040e-001,5.9949770e-001,3.2284696e-001,1.0340888e+001
4.4488020e-001,4.9208442e-002,7.3140540e-001,7.3803202e-001,5.5133572e-001,8.0409961e-001,9.0675587e-001,3.9193242e-001,2.8102427e-001,3.2272069e-001,1.2209988e+001
6.9456724e-001,6.0616094e-001,5.6473196e-001,7.6202287e-001,9.8722474e-001,5.3977009e-001,9.5895069e-002,8.7347517e-001,5.2598801e-001,1.0248375e-001,2.3777412e+001
6.2131013e-001,5.4634874e-001,7.2334926e-001,2.7897671e-001,5.6296107e-001,6.8953129e-001,2.7427850e-001,8.1956363e-001,1.3955494e-001,8.3495324e-001,1.5006056e+001
7.9482108e-001,9.5837436e-002,2.3973810e-001,8.4521832e-001,9.9542306e-001,9.8854436e-001,2.6752714e-001,7.7516581e-001,5.6253675e-001,6.2375201e-001,1.7777547e+001
9.5684345e-001,6.3699565e-001,4.8985853e-001,6.2438642e-001,9.4765123e-001,7.5743281e-001,2.8512675e-001,7.9033392e-001,6.5315127e-001,2.7472900e-001,2.1197289e+001
5.2259035e-001,4.4294833e-001,4.2360268e-001,6.2167069e-001,1.7219797e-001,4.8550832e-001,9.7473390e-002,6.8322271e-001,6.1795752e-001,5.0105476e-001,1.4783254e+001
8.8014221e-001,6.6381959e-002,7.9567755e-001,9.5489348e-001,3.7309658e-001,3.2178493e-001,9.3186434e-001,7.7123464e-001,1.9710242e-001,7.3378310e-001,1.3996034e+001
1.7295614e-001,3.7429258e-001,7.6340998e-001,2.9541316e-001,3.4966797e-001,8.3339145e-001,8.2718544e-001,4.2292789e-001,7.9016935e-001,6.8327115e-002,8.3219600e+000
9.7974690e-001,2.4910272e-001,2.3888881e-001,6.3182029e-001,8.1948662e-001,8.4857348e-002,1.0999626e-002,7.1683079e-002,6.4163229e-001,2.8529724e-001,1.8954936e+001
2.7144726e-001,9.2487529e-001,6.3510933e-001,5.3129431e-001,7.6601569e-001,8.4431414e-001,7.7480516e-001,9.7070172e-001,3.8571352e-001,3.2630924e-001,1.5594811e+001
2.5232935e-001,6.2949929e-001,2.3154521e-001,8.7116579e-001,6.3922962e-001,7.5688420e-001,9.7961104e-001,4.6032277e-001,1.1060192e-001,9.5406346e-001,1.7392722e+001
8.7574190e-001,8.7830878e-001,6.1593818e-001,5.8445636e-001,7.1706881e-001,3.0216806e-001,1.5861012e-001,5.7780991e-001,3.1069263e-001,3.6029348e-001,1.7413649e+001
7.3730599e-001,6.4167443e-001,2.6850455e-001,6.0263193e-001,8.7727271e-001,7.6905390e-001,8.5421036e-001,3.7215653e-001,2.4799250e-001,9.3884885e-001,2.1317326e+001
1.3651874e-001,7.9839064e-001,9.9121315e-001,4.8815102e-001,8.9256178e-001,6.5374607e-001,5.0313746e-003,5.2246109e-001,6.4234523e-001,6.8779347e-001,1.7917671e+001
1.1756687e-002,4.3502604e-001,7.6031887e-001,9.4264933e-001,9.1126538e-001,3.1545156e-001,4.5169310e-001,9.7449680e-001,6.0128549e-001,3.7076549e-001,1.5586794e+001
8.9389797e-001,9.8114025e-001,4.8216737e-001,3.4652633e-001,6.6863294e-001,6.5206230e-001,6.5991106e-001,3.3022632e-001,2.1375203e-002,7.2204737e-001,9.9468900e+000
1.9913807e-001,9.5957798e-002,9.4520034e-001,1.9969035e-001,6.5924639e-001,3.8494073e-001,6.5492083e-001,5.9931634e-001,1.1023294e-001,6.7563827e-001,9.2975907e+000
2.9872301e-001,5.2748240e-001,3.6073827e-001,9.8099853e-002,6.9975073e-002,3.3568833e-001,9.9660844e-001,4.1807998e-001,5.7948951e-001,5.2343406e-001,6.9129344e+000
6.6144258e-001,5.4564582e-001,8.4391036e-002,6.5211543e-001,5.9637848e-001,6.7018807e-003,9.5062668e-001,2.0639386e-001,8.0698282e-001,1.3005588e-003,2.1068210e+001
2.8440859e-001,2.8434276e-001,9.4851353e-001,6.0596724e-001,7.3345583e-001,4.7582595e-001,1.8404486e-001,6.0289760e-001,4.6285305e-001,8.5484210e-001,1.7044769e+001
4.6922429e-001,3.7080266e-001,6.9082749e-001,8.1107726e-001,5.1876787e-001,7.9885900e-001,7.9861493e-001,5.9219335e-001,9.4926404e-001,8.4169757e-001,1.7199770e+001
6.4781123e-002,6.4692602e-002,6.1550859e-001,4.6175647e-001,8.9580024e-001,4.6214137e-001,8.1384294e-003,3.2116116e-001,8.4329168e-001,8.3520440e-001,8.6733522e+000
9.8833494e-001,5.4480906e-001,8.9497806e-001,9.3719857e-002,8.9587233e-001,5.2898180e-001,1.0371283e-001,9.0290998e-001,8.1936605e-001,7.2040158e-001,1.8198225e+001
5.8279168e-001,8.3637560e-001,1.2538211e-002,1.0269518e-001,4.5229623e-001,1.6389836e-003,4.0776594e-001,5.1041784e-001,7.3469761e-001,2.6112896e-001,1.6845243e+001
4.2349626e-001,1.4532199e-001,3.0091204e-001,8.7454423e-001,3.9707874e-001,2.3798253e-001,9.7890741e-001,4.0369181e-001,7.0496949e-001,1.3073710e-002,1.1242653e+001
5.1551175e-001,1.7152026e-001,9.6508076e-001,6.0755967e-002,6.0024419e-001,7.9534599e-002,1.7344990e-001,2.8684551e-001,4.9643108e-001,2.4673240e-001,1.1663352e+001
3.3395148e-001,6.8047182e-002,1.0209053e-001,8.4723774e-001,9.6621969e-001,9.9579603e-001,2.3848111e-001,4.8651897e-001,1.2730808e-002,9.3758086e-001,1.6664783e+001
4.3290660e-001,8.2401153e-001,5.9602173e-001,4.5410844e-001,8.6811622e-001,9.3730809e-001,8.4419426e-001,7.8653958e-001,9.2826045e-001,7.3094278e-002,1.8397354e+001
2.2594987e-001,1.3397076e-001,4.6897768e-001,2.4818102e-001,7.3435108e-001,9.8748213e-001,8.4318422e-001,2.7401545e-001,1.5418328e-001,6.3252932e-001,7.3564189e+000
5.7980687e-001,8.8478629e-001,7.1732564e-001,9.8858086e-001,3.7095668e-001,6.3134333e-001,1.6740715e-001,8.8334020e-001,4.5223951e-001,9.5530060e-001,2.2698321e+001
7.6036501e-001,5.1473740e-001,8.5887093e-001,5.6431794e-001,8.3489004e-001,9.4853443e-002,1.7698243e-001,3.4998128e-001,9.5590916e-001,1.6774347e-001,2.0812944e+001
5.2982312e-001,9.6363560e-001,1.8559841e-001,2.2053122e-001,5.1038115e-001,9.7949735e-001,9.8519177e-001,1.5628165e-001,9.9099002e-001,3.6140039e-001,1.5781540e+001
6.4052650e-001,1.2049467e-001,4.6237497e-001,8.7750830e-001,9.1470190e-001,1.3512243e-001,9.5744051e-001,8.9036947e-001,2.1740315e-001,6.7971803e-001,1.5403470e+001
2.0906940e-001,4.8289882e-002,9.0329976e-001,7.2756365e-001,1.3584729e-001,1.6106358e-002,4.0801825e-001,6.7904391e-001,3.4068784e-001,4.3267460e-001,1.0339121e+001
3.7981837e-001,3.8015200e-001,2.2104509e-002,8.5308434e-001,4.2234481e-001,9.8388101e-001,2.5030626e-001,3.7947847e-001,8.7136673e-001,4.2427088e-001,1.8536484e+001
7.8332865e-001,4.1279122e-001,7.6040615e-001,1.7767828e-001,9.2072024e-001,6.7233978e-001,3.3449507e-001,8.2495662e-001,8.7140961e-001,7.3422150e-002,1.7708314e+001
6.8084575e-001,4.0139130e-001,7.9585200e-001,5.4030234e-001,8.8451436e-001,2.6476199e-001,7.9887310e-001,8.1889388e-001,1.3240907e-001,8.3855915e-001,1.9200877e+001
4.6109513e-001,4.2099713e-001,3.1385091e-001,4.7218425e-001,7.6567527e-001,1.5188315e-001,4.2563625e-001,7.4943815e-001,4.8490563e-001,7.2853637e-001,1.3753336e+001
5.6782871e-001,3.7695369e-001,2.3582520e-001,7.3239451e-001,1.0070180e-001,4.7182691e-001,9.0834908e-001,5.8960396e-001,6.3402124e-001,4.0360463e-001,1.5410980e+001
7.9421065e-001,9.0733653e-001,4.9445178e-001,9.8059721e-001,3.8214464e-001,5.4950420e-001,8.8543888e-001,5.8912019e-001,9.0005145e-001,9.9939109e-001,1.8281743e+001
5.9182593e-002,6.7016214e-001,6.8525446e-001,6.6682263e-001,1.3524493e-001,8.6949820e-001,7.7863238e-001,3.6016539e-001,4.5982173e-001,6.8962940e-001,7.9243524e+000
6.0286909e-001,9.6183852e-001,9.4463369e-001,6.8313536e-001,8.4744271e-001,3.6765023e-001,8.7620531e-001,1.3068347e-002,4.1519115e-001,9.5429272e-001,2.4448351e+001
5.0268804e-002,1.6297934e-001,4.3931192e-001,8.7539353e-001,5.6177937e-002,4.1316658e-001,5.0000506e-001,4.2475546e-002,6.2883276e-001,6.4596847e-001,1.0319306e+001
4.1537486e-001,7.4864941e-001,4.9743435e-001,5.0769317e-001,3.8479364e-001,4.0262274e-001,8.4124150e-002,1.6167442e-001,2.8011669e-001,8.4680863e-001,1.5417574e+001
3.0499868e-001,3.7406572e-001,9.8617923e-002,4.6789294e-001,2.7228160e-001,5.3051340e-001,1.5402580e-001,4.3251447e-001,5.2607173e-001,3.2546236e-001,1.3426934e+001
8.7436717e-001,4.5423651e-001,5.5443751e-001,2.4484492e-001,7.2274313e-001,9.5931116e-003,6.1433279e-001,3.5206992e-001,6.8320037e-001,3.6529620e-001,1.4436325e+001
1.5009499e-002,3.8560696e-002,4.3569432e-001,5.6602878e-001,5.1549333e-001,8.6029333e-001,1.6824460e-001,9.8851239e-001,2.9781368e-001,9.4490490e-001,7.8780365e+000
7.6795039e-001,5.6243201e-001,1.8126457e-001,7.6072429e-001,5.0200185e-001,3.7854391e-001,6.1967734e-001,1.3687771e-001,1.1504397e-001,3.4224406e-001,2.1658805e+001
9.7084494e-001,3.7231215e-001,1.5381181e-001,3.4516898e-001,1.6522059e-001,1.9470417e-001,9.2013702e-001,3.4701307e-001,9.9636191e-001,6.8244743e-001,1.4529236e+001
9.9008259e-001,7.9278371e-001,9.3372938e-001,4.4754709e-001,6.8555618e-001,6.3636587e-001,1.7995170e-001,2.4203371e-002,5.2280194e-001,3.4477357e-002,1.6600593e+001
7.8886169e-001,7.9523097e-001,1.3626561e-001,5.1578857e-001,5.8926109e-001,2.9029085e-001,4.7919054e-001,7.6308438e-001,9.4131449e-001,7.0211768e-001,2.0892032e+001
4.3865853e-001,3.8291447e-001,9.9854500e-001,1.5734388e-001,5.1301494e-001,9.3793785e-001,8.0266448e-001,8.8859230e-002,1.1355636e-001,8.9687112e-001,1.4156083e+001
4.9831130e-001,2.5278980e-001,6.9062063e-001,9.8087832e-001,6.3953730e-001,5.6383221e-001,4.8849850e-001,7.1243667e-002,5.9074733e-001,8.3480186e-001,1.6942961e+001
2.1396333e-001,3.4292786e-001,9.6104246e-001,2.9875383e-001,5.8557292e-001,2.9984675e-001,8.1523162e-001,5.7552105e-001,4.7274177e-001,6.1207211e-001,1.3257087e+001
6.4349229e-001,9.6780449e-001,7.7550151e-001,1.5460227e-001,7.9335631e-002,3.4792286e-001,5.6471118e-002,1.4455913e-001,9.3550689e-001,5.0444170e-001,1.2957671e+001
3.2003558e-001,4.7980839e-001,7.2413387e-004,9.3573824e-001,9.6204632e-001,7.9402245e-001,3.9535254e-001,9.1303225e-001,2.1200131e-001,8.3348655e-003,2.2802534e+001
9.6009860e-001,3.6832756e-001,3.2547141e-001,6.7386155e-001,4.4869556e-002,1.2655162e-001,9.5642926e-001,6.8725008e-001,2.1903599e-001,4.7033591e-001,1.7873022e+001
7.2663177e-001,7.6456716e-001,5.4410363e-001,4.2791004e-001,5.4793869e-001,8.5590585e-001,4.8060315e-001,7.1370246e-002,4.7530063e-001,1.0966786e-001,1.7195258e+001
4.1195321e-001,3.7714897e-001,3.0650632e-001,8.3280876e-001,8.5507181e-001,5.7481461e-001,3.7106378e-001,9.7977088e-001,7.6115449e-001,6.4852508e-002,1.9520665e+001
7.4456578e-001,9.0030622e-001,6.7270389e-001,1.7132318e-001,2.0689987e-001,1.4264290e-001,5.7504667e-001,2.7231619e-001,6.0402504e-001,3.5594759e-001,1.3084315e+001
2.6794725e-001,1.8343205e-001,3.4571332e-001,4.4064209e-001,6.1799562e-003,8.1981653e-002,9.4387382e-001,6.6719558e-001,9.1937209e-002,3.2682980e-001,5.7672375e+000
4.3992431e-001,3.6831732e-001,9.8059942e-001,7.5244155e-001,4.3678884e-001,5.1327879e-001,9.8952313e-001,9.8558309e-001,7.1195418e-001,9.7205509e-001,1.7909312e+001
9.3338011e-001,9.1745704e-001,3.5396831e-001,6.1549585e-001,2.0307051e-001,3.6669113e-001,5.9469248e-001,8.4508480e-002,2.3468407e-001,8.0565815e-001,1.1885547e+001
